text,entity_types,entities_json
"façade 160 m2, durée 3 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""SURFACE"": ""160 m2"", ""DUREE_ESTIMEE"": ""3 Semaines""}"
"menuiserie 410m² inox, équipe de 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""410m\u00b2"", ""NB_OUVRIERS"": ""4 personnes""}"
électricité 230m² gypse,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""230m\u00b2""}"
"pierre pour escalier (100 m²), mise aux normes requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""100 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
"béton : 230 m2 en tôle, coût estimé 80000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""230 m2"", ""BUDGET"": ""80000\u20ac""}"
"béton 390m2 en béton poli, incluant protection contre la corrosion, budget 10000€, équipe 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""390m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""10000\u20ac"", ""NB_OUVRIERS"": ""4 personnes""}"
"isolation 190 m2, durée 5 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Isolation"", ""SURFACE"": ""190 m2"", ""DUREE_ESTIMEE"": ""5 Jours""}"
"excavation 40m², durée 2 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""40m\u00b2"", ""DUREE_ESTIMEE"": ""2 Semaines""}"
"démolition 470 m² en tuiles, incluant étanchéité, budget 10000€, équipe grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""470 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""10000\u20ac"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
"peinture 190 m² en inox, incluant traitement humidité, budget 55000€, équipe 2 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""190 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9"", ""BUDGET"": ""55000\u20ac"", ""NB_OUVRIERS"": ""2 personnes""}"
"Nous proposons cloison 310 m², matériau gypse, avec éclairage led","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""310 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"gutter 290 m², climatisation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""290 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
"béton poli pour toiture (80 m2), protection contre la corrosion requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""80 m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"électricité 260m2 en ardoise, incluant aération, budget 70000€, équipe 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""260m2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""70000\u20ac"", ""NB_OUVRIERS"": ""3 personnes""}"
chauffage 390 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""390 m2""}"
"menuiserie 110 m² bitume, isolation acoustique, budget 95000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""110 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""95000\u20ac""}"
"cloison 290m² en cuivre, incluant protection contre la corrosion, budget 5000€, équipe 2 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""290m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""5000\u20ac"", ""NB_OUVRIERS"": ""2 personnes""}"
"cuivre pour fenêtres (110 m2), chauffage requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""110 m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"menuiserie 250m2, chauffage","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""250m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"Nous proposons carrelage 360m², matériau bois, avec éclairage led","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""360m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
chauffage 220 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""220 m2""}"
"électricité 490 m² tuiles, équipe de 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""490 m\u00b2"", ""NB_OUVRIERS"": ""3 personnes""}"
"plomberie 320 m2 ardoise, équipe de 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""320 m2"", ""NB_OUVRIERS"": ""1 personne""}"
"inox pour menuiserie (190m2), éclairage led requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""190m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"carrelage 470 m2 ardoise, équipe de équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""470 m2"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"Nous proposons chauffage 230m2, matériau plâtre, avec isolation thermique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""230m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
"plomberie 350m2 fibre de verre, équipe de 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""350m2"", ""NB_OUVRIERS"": ""6 personnes""}"
"charpente : 450m² en béton poli, coût estimé 90000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""450m\u00b2"", ""BUDGET"": ""90000\u20ac""}"
"toiture 380 m2, mise aux normes","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""380 m2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
excavation 240 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""240 m2""}"
"piscine 370 m2 béton, équipe de 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""370 m2"", ""NB_OUVRIERS"": ""4 personnes""}"
"maçonnerie 290m² tôle, sécurité incendie, budget 95000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""290m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie"", ""BUDGET"": ""95000 euros""}"
"toiture 170 m2, aération","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""170 m2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration""}"
carrelage 50 m2 béton poli,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""50 m2""}"
"fibre de verre pour piscine (90m²), chauffage requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""90m\u00b2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
cloison 220m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Cloison"", ""SURFACE"": ""220m2""}"
"gypse pour piscine (320m²), étanchéité requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""320m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
cloison 170m² plâtre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""170m\u00b2""}"
"carrelage 310m2 zinc, ventilation, budget 45000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""310m2"", ""ACTIVITE_SPECIALE"": ""Ventilation"", ""BUDGET"": ""45000 euros""}"
